occupation,n,cumprop,occupationmatched,ses
l,13,0.993313538,,1
laborcr,13,0.993323937,,1
leisure,13,0.993334336,,1
lens grinder,13,0.993344735,,1
library,13,0.993355134,,1
library worker,13,0.993365532,,1
life ins salesman,13,0.993375931,,1
linoleum maker,13,0.99338633,,1
Livermore dairyman,13,0.993396729,,1
machine designer,13,0.993407128,,1
machine shop,13,0.993417527,,1
machine worker,13,0.993427926,,1
machinery salesman,13,0.993438324,,1
male dairyman,13,0.993448723,,1
male housewife,13,0.993459122,,1
Marine Corps,13,0.993469521,,1
Mark Hotel housewife,13,0.99347992,,1
Mark's Hotel,13,0.993490319,,1
Mary's College teacher,13,0.993500718,,1
mercantile,13,0.993511116,,1
Merchant,13,0.993521515,,1
merchant plumber,13,0.993531914,,1
mgr apt,13,0.993542313,,1
milker,13,0.993552712,,1
mu teacher,13,0.993563111,,1
news writer,13,0.993573509,,1
not working,13,0.993583908,,1
office supervisor,13,0.993594307,,1
office wk,13,0.993604706,,1
olerk,13,0.993615105,,1
organ builder,13,0.993625504,,1
parcel delivery,13,0.993635903,,1
park foreman,13,0.993646301,,1
passenger agt,13,0.9936567,,1
performer,13,0.993667099,,1
personnel officer,13,0.993677498,,1
pin setter,13,0.993687897,,1
Pleasanton carpenter,13,0.993698296,,1
Police Officer,13,0.993708695,,1
pressing,13,0.993719093,,1
pricer,13,0.993729492,,1
public utility,13,0.993739891,,1
purchasing clerk,13,0.99375029,,1
quarterman,13,0.993760689,,1
R E broker,13,0.993771088,,1
R E salesman,13,0.993781487,,1
R R signalman,13,0.993791885,,1
refrig engineer,13,0.993802284,,1
retired housewife,13,0.993812683,,1
route foreman,13,0.993823082,,1
S P porter,13,0.993833481,,1
S P towerman,13,0.99384388,,1
San Lean laborer,13,0.993854278,,1
San Lean nurse,13,0.993864677,,1
San Lorenzo foreman,13,0.993875076,,1
San Lorenzo teacher,13,0.993885475,,1
sec treas,13,0.993895874,,1
sec'y,13,0.993906273,,1
selling,13,0.993916672,,1
service,13,0.99392707,,1
service repr,13,0.993937469,,1
sheet metal helper,13,0.993947868,,1
sheetmetal wkr,13,0.993958267,,1
shipfittcr,13,0.993968666,,1
shipping clk,13,0.993979065,,1
shoe cutter,13,0.993989464,,1
signal maintainer,13,0.993999862,,1
Southern Pacific Co,13,0.994010261,,1
supt P G E,13,0.99402066,,1
tank builder,13,0.994031059,,1
taxi business,13,0.994041458,,1
tdt,13,0.994051857,,1
teaming,13,0.994062256,,1
telephone business,13,0.994072654,,1
telephone emp,13,0.994083053,,1
telephone manager,13,0.994093452,,1
tile layer,13,0.994103851,,1
timechecker,13,0.99411425,,1
tire repairman,13,0.994124649,,1
trucking business,13,0.994135047,,1
tuck av teacher,13,0.994145446,,1
tuck fern housewife,13,0.994155845,,1
tutor,13,0.994166244,,1
typing,13,0.994176643,,1
USNR,13,0.994187042,,1
violin teacher,13,0.994197441,,1
waiter S P,13,0.994207839,,1
ware,13,0.994218238,,1
wheelwright,13,0.994228637,,1
wholesale merchant,13,0.994239036,,1
window shade maker,13,0.994249435,,1
woodcarver,13,0.994259834,,1
woodsman,13,0.994270233,,1
Y M C A,13,0.994280631,,1
y owner,13,0.99429103,,1
1 Box 176 G Place,12,0.994300629,,1
10 At,12,0.994310228,,1
1015 E Highland Ave,12,0.994319827,,1
1050 Chico Ave,12,0.994329426,,1
1050 Roswell Ave,12,0.994339025,,1
1051 Pumalo St,12,0.994348624,,1
107 West,12,0.994358223,,1
11 At,12,0.994367822,,1
11 St,12,0.994377421,,1
110 Spruce St,12,0.99438702,,1
1106 E A St,12,0.994396619,,1
1115 Front St,12,0.994406218,,1
1130 E A St,12,0.994415816,,1
115 Spruce St,12,0.994425415,,1
116 J St,12,0.994435014,,1
1217 E Base Line,12,0.994444613,,1
122 Spruce St,12,0.994454212,,1
1224 Magnolia Ave,12,0.994463811,,1
123 Spruce St,12,0.99447341,,1
125 Ada Ave,12,0.994483009,,1
1258 E California Blvd,12,0.994492608,,1
1267 Tippecanoe St,12,0.994502207,,1
1315 Cedar St,12,0.994511806,,1
1317 Front St,12,0.994521405,,1
1320 N Euclid Ave,12,0.994531004,,1
1325 N Crafton Ave,12,0.994540603,,1
1333 Barst,12,0.994550202,,1
1338 Perris Hill Rd,12,0.994559801,,1
1341 Chrysolite Ave,12,0.9945694,,1
1345 Tippecanoe St,12,0.994578998,,1
1346 Beryl Ave,12,0.994588597,,1
1351 E Ninth St,12,0.994598196,,1
1359 Turquoise Ave,12,0.994607795,,1
1373 Barton St,12,0.994617394,,1
1373 Perris Hill Rd,12,0.994626993,,1
1407 Perris Hill Rd,12,0.994636592,,1
1465 Euclid Ave,12,0.994646191,,1
1465 Glasgow Ave,12,0.99465579,,1
1478 Barton St,12,0.994665389,,1
1515 Arrowhead Ave,12,0.994674988,,1
1571 Hellman Ave,12,0.994684587,,1
1607 S Cucamonga Ave,12,0.994694186,,1
1611 Front St,12,0.994703785,,1
1630 N Euclid Ave,12,0.994713384,,1
1644 N Euclid Ave,12,0.994722983,,1
169 Fifth St,12,0.994732582,,1
170 C St,12,0.99474218,,1
1717 Collins St,12,0.994751779,,1
178 St,12,0.994761378,,1
17th t housewife,12,0.994770977,,1
1830 W 9th St,12,0.994780576,,1
185 N Palm St,12,0.994790175,,1
186 St,12,0.994799774,,1
190 St,12,0.994809373,,1
1904 Second Ave,12,0.994818972,,1
1920 Porter St,12,0.994828571,,1
1921 5th St,12,0.99483817,,1
1954 Adams St,12,0.994847769,,1
1955 Adams St,12,0.994857368,,1
1978 Mallory St,12,0.994866967,,1
1997 N Euclid Ave,12,0.994876566,,1
19th St Box 76,12,0.994886165,,1
2002 W Highland Ave,12,0.994895764,,1
202 Vict,12,0.994905362,,1
2023 W 9th St,12,0.994914961,,1
2053 Mountain Ave,12,0.99492456,,1
2055 Porter St,12,0.994934159,,1
208 Cibola St,12,0.994943758,,1
2085 Porter St,12,0.994953357,,1
209 Bazoobuth St,12,0.994962956,,1
21 Palm St,12,0.994972555,,1
2122 Blake St,12,0.994982154,,1
2130 Mallory St,12,0.994991753,,1
2140 Darby St,12,0.995001352,,1
217 Crooks Ave,12,0.995010951,,1
2175 Ogden St,12,0.99502055,,1
218 C St,12,0.995030149,,1
2190 E Grand Ave,12,0.995039748,,1
221 East,12,0.995049347,,1
222 La Praix St,12,0.995058945,,1
2260 Ogden St,12,0.995068544,,1
2270 Blake St,12,0.995078143,,1
228 Palm Ave,12,0.995087742,,1
2283 W A St,12,0.995097341,,1
2288 S Benson Ave,12,0.99510694,,1
231 Lomita Dr P O Box 192,12,0.995116539,,1
2495 Kern St,12,0.995126138,,1
2530 Ogden St,12,0.995135737,,1
254 St,12,0.995145336,,1
256 St,12,0.995154935,,1
26 Terracina Blvd,12,0.995164534,,1
2644 Harrison St,12,0.995174133,,1
270 Tennessee St Rt 2 Box 3,12,0.995183732,,1
2770 Duffy St,12,0.995193331,,1
279 N Second Ave,12,0.99520293,,1
282 S Pepper Ave Rt 1 Box 355,12,0.995212529,,1
2868 Kingsley Ave,12,0.995222127,,1
287 Palm Ave,12,0.995231726,,1
29 Palms P O 29 Palms via Whitewat,12,0.995241325,,1
2998 June St,12,0.995250924,,1
30 Terracina Blvd,12,0.995260523,,1
300 Arch St,12,0.995270122,,1
304 Elm Circle,12,0.995279721,,1
309 E 5th St,12,0.99528932,,1
310 Red Hill Dr P O Box 24,12,0.995298919,,1
311 Sunnyside Ave,12,0.995308518,,1
315 Bazoobuth St,12,0.995318117,,1
315 Pedley St,12,0.995327716,,1
316 Cibola St,12,0.995337315,,1
318 D St,12,0.995346914,,1
321 F St,12,0.995356513,,1
322 N 2nd Ave,12,0.995366112,,1
3335 Duffy St,12,0.995375711,,1
37 Mona St Box 92,12,0.995385309,,1
395 39th St,12,0.995394908,,1
4045 Newmark St,12,0.995404507,,1
405 Front St,12,0.995414106,,1
4070 E St,12,0.995423705,,1
40th St,12,0.995433304,,1
4180 E St,12,0.995442903,,1
423 B St,12,0.995452502,,1
424 Central Ave Rt 2 Box 720,12,0.995462101,,1
444 S Central Ave,12,0.9954717,,1
5 Mi S E of Vict,12,0.995481299,,1
501 Bazoobuth St,12,0.995490898,,1
506 Acoma St,12,0.995500497,,1
515 E Orange St,12,0.995510096,,1
516 A St,12,0.995519695,,1
530 S Benson Ave,12,0.995529294,,1
531 Sycamore Circle,12,0.995538893,,1
563 Sycamore Circle,12,0.995548491,,1
571 Sycamore Circle,12,0.99555809,,1
594 Sycamore Circle,12,0.995567689,,1
597 Kadota Ave,12,0.995577288,,1
602 North K St,12,0.995586887,,1
607 Acoma St,12,0.995596486,,1
687 Elm St,12,0.995606085,,1
6th and D St,12,0.995615684,,1
6th D St,12,0.995625283,,1
716 S Juniper Ave Rt 3 Box 914,12,0.995634882,,1
721 Downey Ave,12,0.995644481,,1
75 Juanita St,12,0.99565408,,1
75 W Pacific St,12,0.995663679,,1
757 E Base Line,12,0.995673278,,1
780 W Eighth St,12,0.995682877,,1
785 Roswell Ave,12,0.995692476,,1
785 Turner Ave,12,0.995702074,,1
79 W Pacific St,12,0.995711673,,1
806 Ramona Ave,12,0.995721272,,1
807 4th St,12,0.995730871,,1
815 W 17th St,12,0.99574047,,1
822 D St,12,0.995750069,,1
864 Arrowhead Ave,12,0.995759668,,1
885 Arrowhead Ave,12,0.995769267,,1
8th st,12,0.995778866,,1
904 South Oaks Ave,12,0.995788465,,1
910 W 11th St,12,0.995798064,,1
945 14th St,12,0.995807663,,1
951 Chico St,12,0.995817262,,1
998 Hermosa St Box 52,12,0.995826861,,1
a a e housewife,12,0.99583646,,1
a clerk,12,0.995846059,,1
a eve housewife,12,0.995855658,,1
accoutntant,12,0.995865256,,1
Adelanto Rd,12,0.995874855,,1
Adelanto St,12,0.995884454,,1
All St,12,0.995894053,,1
anton housewife,12,0.995903652,,1
Antonio Place,12,0.995913251,,1
apartments,12,0.99592285,,1
Apt 6 housewife,12,0.995932449,,1
apt house keeper,12,0.995942048,,1
apt house mngr,12,0.995951647,,1
art,12,0.995961246,,1
assembly worker,12,0.995970845,,1
assessor,12,0.995980444,,1
auto manager,12,0.995990043,,1
auto shop,12,0.995999642,,1
bakery saleslady,12,0.996009241,,1
Bank of America,12,0.99601884,,1
Base Line Rt 1 Box 18,12,0.996028438,,1
Beaumont Ave Rt 2 Box 71,12,0.996038037,,1
Belmont St,12,0.996047636,,1
Bermudez St,12,0.996057235,,1
Betty St,12,0.996066834,,1
bindery work,12,0.996076433,,1
Bloomington Road,12,0.996086032,,1
blueprinter,12,0.996095631,,1
boilerman,12,0.99610523,,1
bookmender,12,0.996114829,,1
box worker,12,0.996124428,,1
brass molder,12,0.996134027,,1
Browning St,12,0.996143626,,1
Bryant St,12,0.996153225,,1
Buren St,12,0.996162824,,1
cafe man,12,0.996172423,,1
candy jobber,12,0.996182022,,1
cannery wkr,12,0.99619162,,1
car trimmer,12,0.996201219,,1
carman S P,12,0.996210818,,1
Carnelian Ave,12,0.996220417,,1
Carpenter Camp,12,0.996230016,,1
carpet cleaning,12,0.996239615,,1
Carter St,12,0.996249214,,1
Cedar Court,12,0.996258813,,1
Center Drive,12,0.996268412,,1
chemical eng,12,0.996278011,,1
chief opr Tel Co,12,0.99628761,,1
city engineer,12,0.996297209,,1
city laborer,12,0.996306808,,1
city official,12,0.996316407,,1
Civil Service,12,0.996326006,,1
cleaning and dying,12,0.996335605,,1
clerk l,12,0.996345203,,1
cloth cutter,12,0.996354802,,1
Collins St,12,0.996364401,,1
Colton ave,12,0.996374,,1
Colton Ave Rt 2 Box 250,12,0.996383599,,1
Comet Ave,12,0.996393198,,1
comptom opr,12,0.996402797,,1
comptometer op,12,0.996412396,,1
councilman,12,0.996421995,,1
credit reporter,12,0.996431594,,1
Creek Rd Rt 2 Box 252,12,0.996441193,,1
Cypress Drive,12,0.996450792,,1
dairy man,12,0.996460391,,1
Daley Rd,12,0.99646999,,1
deck hand S P,12,0.996479589,,1
delivery salesman,12,0.996489188,,1
Denman Ave,12,0.996498787,,1
dental,12,0.996508385,,1
Dep Co Assessor,12,0.996517984,,1
dept head,12,0.996527583,,1
Devore Star Rt Box 3,12,0.996537182,,1
dining car cook,12,0.996546781,,1
dipper,12,0.99655638,,1
dno St,12,0.996565979,,1
egg dealer,12,0.996575578,,1
eman housewife,12,0.996585177,,1
en av Hywd hswf,12,0.996594776,,1
Ennis St,12,0.996604375,,1
er t teacher,12,0.996613974,,1
exec secretary,12,0.996623573,,1
Fe Ave,12,0.996633172,,1
Fe St,12,0.996642771,,1
Fed Land Bank,12,0.99665237,,1
Female St,12,0.996661969,,1
fern widow,12,0.996671567,,1
field secretary,12,0.996681166,,1
fieldman,12,0.996690765,,1
Fifth st,12,0.996700364,,1
Fire Department,12,0.996709963,,1
fireman city,12,0.996719562,,1
fountain man,12,0.996729161,,1
freight car builder,12,0.99673876,,1
fur cutter,12,0.996748359,,1
fur worker,12,0.996757958,,1
general labor,12,0.996767557,,1
General Motors,12,0.996777156,,1
Glasgow St,12,0.996786755,,1
grainer,12,0.996796354,,1
h salesman,12,0.996805953,,1
h usewife,12,0.996815552,,1
hakpr,12,0.996825151,,1
Highland Ave Rt 1 Box 113,12,0.996834749,,1
Hill Dr,12,0.996844348,,1
hlswf,12,0.996853947,,1
homnemaker,12,0.996863546,,1
Homosassas St,12,0.996873145,,1
housewife K,12,0.996882744,,1
hw,12,0.996892343,,1
Hywd hsf,12,0.996901942,,1
Hywd painter,12,0.996911541,,1
i,12,0.99692114,,1
ick Ter housewife,12,0.996930739,,1
imerchant,12,0.996940338,,1
Infantry,12,0.996949937,,1
ink worker,12,0.996959536,,1
insurance special agent,12,0.996969135,,1
insurance writer,12,0.996978734,,1
Jefferson St,12,0.996988332,,1
John St,12,0.996997931,,1
jr clerk,12,0.99700753,,1
kindergarten teacher,12,0.997017129,,1
laborer e,12,0.997026728,,1
Linda St,12,0.997036327,,1
loc engineer,12,0.997045926,,1
Lugonia Ave Rt 1 Box 83,12,0.997055525,,1
Lugonia St,12,0.997065124,,1
mach hlpr,12,0.997074723,,1
machine shop supt,12,0.997084322,,1
male flagman,12,0.997093921,,1
male ironworker,12,0.99710352,,1
male packer,12,0.997113119,,1
male undertaker,12,0.997122718,,1
Manager Camp,12,0.997132317,,1
manager hotel,12,0.997141916,,1
Marcus Dr,12,0.997151514,,1
Margarita St,12,0.997161113,,1
marine pilot,12,0.997170712,,1
Mawr Rd,12,0.997180311,,1
mdse manager,12,0.99718991,,1
Meadow Rd,12,0.997199509,,1
mech helper,12,0.997209108,,1
mechanio,12,0.997218707,,1
metal work,12,0.997228306,,1
metalworker,12,0.997237905,,1
meter repair man,12,0.997247504,,1
mfgr agent,12,0.997257103,,1
milk wagon,12,0.997266702,,1
Mill St Rt 2 Box 647,12,0.997276301,,1
millmnan,12,0.9972859,,1
mimeographer,12,0.997295499,,1
Mission San Jose laborer,12,0.997305098,,1
mold polisher,12,0.997314696,,1
mover,12,0.997324295,,1
music business,12,0.997333894,,1
Nevada St Rt 1 Box 23,12,0.997343493,,1
Nevada St Rt 2 Box 296,12,0.997353092,,1
Newmark Ave,12,0.997362691,,1
nger,12,0.99737229,,1
Norman Rd Rt 2 Box 710,12,0.997381889,,1
nr E 14th Fitchburg,12,0.997391488,,1
nue manager,12,0.997401087,,1
nure,12,0.997410686,,1
O F D,12,0.997420285,,1
o mechanic,12,0.997429884,,1
o salesman,12,0.997439483,,1
Oaks St,12,0.997449082,,1
ockraiser,12,0.997458681,,1
office clk,12,0.99746828,,1
oil compounder,12,0.997477878,,1
on Crescent housewife,12,0.997487477,,1
Ontario Rd,12,0.997497076,,1
orekpr,12,0.997506675,,1
ory,12,0.997516274,,1
P T T Co employee,12,0.997525873,,1
paint sprayer,12,0.997535472,,1
parish visitor,12,0.997545071,,1
Philips St,12,0.99755467,,1
phys and surgeon,12,0.997564269,,1
pile butt,12,0.997573868,,1
pipe fitter helper,12,0.997583467,,1
pipe maker,12,0.997593066,,1
Poplar Ave,12,0.997602665,,1
Poplar St Rt 2 Box 247,12,0.997612264,,1
Porter St,12,0.997621863,,1
Prado Rd Rt 2 Box 137,12,0.997631461,,1
prod manager,12,0.99764106,,1
property mgr,12,0.997650659,,1
public official,12,0.997660258,,1
R R,12,0.997669857,,1
R R mail service,12,0.997679456,,1
rabbi,12,0.997689055,,1
radio entertainer,12,0.997698654,,1
radio opr,12,0.997708253,,1
Red Cross,12,0.997717852,,1
Redlands Blvd,12,0.997727451,,1
Remington Ave,12,0.99773705,,1
retail grocer,12,0.997746649,,1
Retired Ave,12,0.997756248,,1
retired clerk,12,0.997765847,,1
retired officer,12,0.997775446,,1
ro fern housewife,12,0.997785045,,1
Robles Rd,12,0.997794643,,1
route manager,12,0.997804242,,1
s carpenter,12,0.997813841,,1
s Decoto laborer,12,0.99782344,,1
S P deckhand,12,0.997833039,,1
S P pensioner,12,0.997842638,,1
S P shops,12,0.997852237,,1
saleeman,12,0.997861836,,1
salelady,12,0.997871435,,1
sales auditor,12,0.997881034,,1
salesmani,12,0.997890633,,1
salesmanl,12,0.997900232,,1
salesmann,12,0.997909831,,1
salesperson,12,0.99791943,,1
San Lean carpenter,12,0.997929029,,1
San Lorenzo painter,12,0.997938628,,1
school employee,12,0.997948227,,1
Scotland St,12,0.997957825,,1
secretary manager,12,0.997967424,,1
seedsman,12,0.997977023,,1
Shafer St,12,0.997986622,,1
ship wkr,12,0.997996221,,1
ship wright,12,0.99800582,,1
shipbuilding,12,0.998015419,,1
shoe repairman,12,0.998025018,,1
son Ave,12,0.998034617,,1
Springs St,12,0.998044216,,1
Sunol laborer,12,0.998053815,,1
super cargo,12,0.998063414,,1
supervising foreman,12,0.998073013,,1
supt of schools,12,0.998082612,,1
surgical fitter,12,0.998092211,,1
tailores,12,0.99810181,,1
teacher D,12,0.998111409,,1
telephone technician,12,0.998121007,,1
telephoneman,12,0.998130606,,1
ter,12,0.998140205,,1
Terracina Blvd,12,0.998149804,,1
timberman,12,0.998159403,,1
Timoteo St,12,0.998169002,,1
tleman,12,0.998178601,,1
toy maker,12,0.9981882,,1
traffic engineer,12,0.998197799,,1
train baggageman,12,0.998207398,,1
transfer clerk,12,0.998216997,,1
tree surgery,12,0.998226596,,1
U S Dept Agriculture,12,0.998236195,,1
U S marine,12,0.998245794,,1
U S N retired,12,0.998255393,,1
Valley Blvd Rt 1 Box 481,12,0.998264992,,1
View Ave Rt 2 Box 266,12,0.99827459,,1
View Dr,12,0.998284189,,1
W P A employee,12,0.998293788,,1
Wabash Ave Rt 1 Box 283,12,0.998303387,,1
Walnut Road,12,0.998312986,,1
waxer,12,0.998322585,,1
wicker worker,12,0.998332184,,1
window shades,12,0.998341783,,1
wine merchant,12,0.998351382,,1
winery worker,12,0.998360981,,1
workman,12,0.99837058,,1
X ray,12,0.998380179,,1
Yucaipa Ave,12,0.998389778,,1
account,11,0.998398577,,1
adv man,11,0.998407376,,1
aircraft mech,11,0.998416175,,1
anglesmith,11,0.998424974,,1
Apts salesman,11,0.998433773,,1
aurant owner,11,0.998442572,,1
av fireman,11,0.998451371,,1
bank bookkeeper,11,0.99846017,,1
bank mgr,11,0.998468969,,1
barher,11,0.998477768,,1
basket making,11,0.998486567,,1
body worker,11,0.998495366,,1
bookkeeper cashier,11,0.998504165,,1
building laborer,11,0.998512964,,1
bus manager,11,0.998521763,,1
busboy,11,0.998530562,,1
businesswoman,11,0.998539361,,1
butcherette,11,0.99854816,,1
captain fire department,11,0.998556959,,1
captain fire dept,11,0.998565758,,1
carman's helper,11,0.998574557,,1
carpenter and builder,11,0.998583356,,1
china painter,11,0.998592155,,1
civil service employee,11,0.998600954,,1
clk,11,0.998609753,,1
clock maker,11,0.998618553,,1
coach,11,0.998627352,,1
college professor,11,0.998636151,,1
common laborer,11,0.99864495,,1
composer,11,0.998653749,,1
compressor opr,11,0.998662548,,1
compt,11,0.998671347,,1
credit,11,0.998680146,,1
credit work,11,0.998688945,,1
diet kitchen,11,0.998697744,,1
e t housewife,11,0.998706543,,1
Elliott Fisher opr,11,0.998715342,,1
ens clerk,11,0.998724141,,1
explosives,11,0.99873294,,1
fem music teacher,11,0.998741739,,1
fern saleslady,11,0.998750538,,1
fire captain,11,0.998759337,,1
floor walker,11,0.998768136,,1
furnaceman,11,0.998776935,,1
furniture maker,11,0.998785734,,1
gas meter repairer,11,0.998794533,,1
glass jobber,11,0.998803332,,1
glass merchant,11,0.998812131,,1
gov't clerk,11,0.99882093,,1
government work,11,0.998829729,,1
grocery owner,11,0.998838528,,1
grower,11,0.998847327,,1
h ousewife,11,0.998856126,,1
Hayd retired,11,0.998864925,,1
hmkr,11,0.998873724,,1
hoilermaker,11,0.998882523,,1
homekpr,11,0.998891322,,1
hospital work,11,0.998900121,,1
hou ewif,11,0.99890892,,1
houewif,11,0.998917719,,1
houmewife,11,0.998926519,,1
hous wife,11,0.998935318,,1
house ife,11,0.998944117,,1
house man,11,0.998952916,,1
housewi,11,0.998961715,,1
housewi'fe,11,0.998970514,,1
housewifce,11,0.998979313,,1
housewife Re,11,0.998988112,,1
Hywd homemkr,11,0.998996911,,1
Hywd housekpr,11,0.99900571,,1
Hywd poultry,11,0.999014509,,1
Hywd secretary,11,0.999023308,,1
ianitor,11,0.999032107,,1
ice cream mkr,11,0.999040906,,1
ice worker,11,0.999049705,,1
ins manager,11,0.999058504,,1
insur underwriter,11,0.999067303,,1
insurance executive,11,0.999076102,,1
ironmolder,11,0.999084901,,1
junk man,11,0.9990937,,1
kiln burner,11,0.999102499,,1
kitchen worker,11,0.999111298,,1
Laborer,11,0.999120097,,1
laborer I,11,0.999128896,,1
laborer P G E,11,0.999137695,,1
laorer,11,0.999146494,,1
legal clerk,11,0.999155293,,1
life ins underwriter,11,0.999164092,,1
liquor merchant,11,0.999172891,,1
lunch counter,11,0.99918169,,1
machine man,11,0.999190489,,1
machinery business,11,0.999199288,,1
maintenance engineer,11,0.999208087,,1
male engr,11,0.999216886,,1
male lumber clerk,11,0.999225685,,1
male messenger,11,0.999234485,,1
male millwright,11,0.999243284,,1
male publisher,11,0.999252083,,1
male reporter,11,0.999260882,,1
market business,11,0.999269681,,1
Marks housewife,11,0.99927848,,1
mechanics helper,11,0.999287279,,1
medical secretary,11,0.999296078,,1
metal cleaner,11,0.999304877,,1
n,11,0.999313676,,1
newspaper business,11,0.999322475,,1
Niles mechanic,11,0.999331274,,1
nue engineer,11,0.999340073,,1
nue motorman,11,0.999348872,,1
nut male clerk,11,0.999357671,,1
o cook,11,0.99936647,,1
o male farmer,11,0.999375269,,1
o waiter,11,0.999384068,,1
on fem housewife,11,0.999392867,,1
P B X,11,0.999401666,,1
P T T Co empl,11,0.999410465,,1
P T T employee,11,0.999419264,,1
paint foreman,11,0.999428063,,1
painting contr,11,0.999436862,,1
panner,11,0.999445661,,1
photog,11,0.99945446,,1
piano business,11,0.999463259,,1
piano dealer,11,0.999472058,,1
piano technician,11,0.999480857,,1
pileman,11,0.999489656,,1
pipe layer,11,0.999498455,,1
planner,11,0.999507254,,1
Pleasanton housekeeper,11,0.999516053,,1
plumbing supplies,11,0.999524852,,1
Porter,11,0.999533651,,1
press tender,11,0.999542451,,1
PWA,11,0.99955125,,1
radio repair,11,0.999560049,,1
ranch owner,11,0.999568848,,1
reed worker,11,0.999577647,,1
refiner,11,0.999586446,,1
repacker,11,0.999595245,,1
resident manager,11,0.999604044,,1
retired school teacher,11,0.999612843,,1
revenue agent,11,0.999621642,,1
rigger leaderman,11,0.999630441,,1
rigger's helper,11,0.99963924,,1
roller man,11,0.999648039,,1
rug merchant,11,0.999656838,,1
S P man,11,0.999665637,,1
S P switchman,11,0.999674436,,1
S S agent,11,0.999683235,,1
saleelady,11,0.999692034,,1
sampler,11,0.999700833,,1
San Lor rancher,11,0.999709632,,1
sergeant police,11,0.999718431,,1
service clerk,11,0.99972723,,1
sheet iron worker,11,0.999736029,,1
ship chandler,11,0.999744828,,1
ships clerk,11,0.999753627,,1
shirt cutter,11,0.999762426,,1
shop,11,0.999771225,,1
shop supt,11,0.999780024,,1
shopman,11,0.999788823,,1
show business,11,0.999797622,,1
sign business,11,0.999806421,,1
singing teacher,11,0.99981522,,1
skilled labor,11,0.999824019,,1
soda fountain clerk,11,0.999832818,,1
spring worker,11,0.999841617,,1
surety bonds,11,0.999850417,,1
t laborer,11,0.999859216,,1
tax agent,11,0.999868015,,1
teacher R,11,0.999876814,,1
tel oper,11,0.999885613,,1
Telephone Co employee,11,0.999894412,,1
telephone employe,11,0.999903211,,1
track walker,11,0.99991201,,1
tuck av retired,11,0.999920809,,1
tuck av salesman,11,0.999929608,,1
tuck male merchant,11,0.999938407,,1
typewriter service,11,0.999947206,,1
U C faculty,11,0.999956005,,1
varnisher,11,0.999964804,,1
wkr,11,0.999973603,,1
WPA work,11,0.999982402,,1
Y M C A secy,11,0.999991201,,1
y wkr,11,1,,
